job_title_normalized,category_clean,experience_bucket,state_region,avg_salary_myr
Physician / Doctor,Healthcare And Medical,1-3,Johor,8750.0
Internship - Administration,Administration And Office Support,1-3,Selangor,1100.0
General - Retail,Retail And Consumer Products,1-3,Kuala Lumpur,3150.0
General - Administration,Administration And Office Support,1-3,Terengganu,3750.0
General - Trades & Services,Trades And Services,4-5,Selangor,3100.0
Admin / Support,Engineering,Intern/<1,Selangor,3350.0
Administration & Support,Real Estate And Property,1-3,Kuala Lumpur,3250.0
Management / Project Management - Construction,Construction,6-10,Kuala Lumpur,15000.0
Content / Copywriting,"Advertising, Arts And Media",1-3,Selangor,4000.0
Account / Relationship / Client Management,Sales,1-3,Johor,2500.0
Secretary / Personal Assistant,Administration And Office Support,Intern/<1,Kuala Lumpur,5000.0
Management & Leadership,Real Estate And Property,1-3,Kuala Lumpur,5000.0
Customer Service Representative / Agent,Call Centre And Customer Service,1-3,Selangor,3350.0
Supply Chain & Planning,"Manufacturing, Transport And Logistics",1-3,Selangor,1000.0
Admin / Support,Engineering,Intern/<1,Negeri Sembilan,1650.0
General - Marketing & Comms,Marketing And Communications,6-10,Selangor,6250.0
General - Accounting,Accounting,1-3,Kedah,3350.0
Data Analyst / Data Scientist,Information And Communication Technology,1-3,Kuala Lumpur,6000.0
Manufacturing Management,"Manufacturing, Transport And Logistics",1-3,Kuala Lumpur,8500.0
Treasury,Accounting,1-3,Selangor,8700.0
Internship - Accounting,Accounting,Intern/<1,Selangor,500.0
Company Secretary,Accounting,1-3,Selangor,5100.0
Marketing Operations & Support,Marketing And Communications,1-3,Selangor,650.0
General - Customer Service,Call Centre And Customer Service,1-3,Selangor,3900.0
HR / Recruitment Executive,Human Resources And Recruitment,1-3,Kuala Lumpur,3650.0
General - Advertising / Media,"Advertising, Arts And Media",1-3,Johor,3000.0
Multimedia / Motion Designer,Design And Architecture,Intern/<1,Penang,4250.0
Cybersecurity Specialist,Information And Communication Technology,10+,Kuala Lumpur,15000.0
General - IT,Information And Communication Technology,Intern/<1,Putrajaya,2875.0
General - Trades & Services,Trades And Services,1-3,Selangor,2350.0
Marketing Operations & Support,Marketing And Communications,1-3,Penang,775.0
Management / Project Management - Construction,Construction,Intern/<1,Selangor,4500.0
Direct Sales / Advisors / Consultants,Sales,1-3,Kuala Lumpur,6666.5
General - Healthcare,Healthcare And Medical,1-3,Johor,8799.0
Direct Sales / Advisors / Consultants,Sales,1-3,Selangor,5750.0
Account / Relationship / Client Management,Sales,1-3,Selangor,3800.0
Account / Relationship / Client Management,Sales,Intern/<1,Penang,4750.0
General - Customer Service,Call Centre And Customer Service,Intern/<1,Johor,2450.0
Internship - Marketing & Comms,Marketing And Communications,1-3,Kuala Lumpur,1500.0
Software Developer,Information And Communication Technology,4-5,Kuala Lumpur,5750.0
Financial Planning / Advisor,Banking And Financial Services,Intern/<1,Sarawak,4483.5
Engineer,Engineering,Intern/<1,Pahang,3750.0
General - Customer Service,Call Centre And Customer Service,1-3,Kuala Lumpur,3333.5
General - Healthcare,Healthcare And Medical,Intern/<1,Selangor,3350.0
General - Healthcare,Healthcare And Medical,1-3,Johor,4800.0
Admin Assistant / Clerk,Administration And Office Support,Intern/<1,Penang,2900.0
Bookkeeper,Accounting,1-3,Sarawak,2100.0
Administration & Assistance,Retail And Consumer Products,4-5,Kuala Lumpur,4750.0
Management / Project Management - Construction,Construction,1-3,Sarawak,3000.0
Engineering & Technical,"Manufacturing, Transport And Logistics",1-3,Negeri Sembilan,4200.0
Video / Media Production,Design And Architecture,1-3,Selangor,3150.0
Manufacturing Executive,"Manufacturing, Transport And Logistics",1-3,Negeri Sembilan,3350.0
Admin / Office Support,Hospitality And Tourism,1-3,Kuala Lumpur,4000.0
Internship - Accounting,Accounting,Intern/<1,Selangor,1750.0
Operations & Support,Retail And Consumer Products,4-5,Kuala Lumpur,10000.0
Management & Leadership,Real Estate And Property,4-5,Selangor,5000.0
Manufacturing Executive,"Manufacturing, Transport And Logistics",4-5,Kuala Lumpur,4000.0
General - Accounting,Accounting,Intern/<1,Perak,2800.0
Manufacturing Administrative Support,"Manufacturing, Transport And Logistics",4-5,Selangor,5650.0
Financial Planning / Advisor,Banking And Financial Services,Intern/<1,Selangor,4583.5
Internship - IT,Information And Communication Technology,1-3,Selangor,700.0
HR Executive,Human Resources And Recruitment,1-3,Johor,2950.0
Retail Management & Leadership,Retail And Consumer Products,1-3,Selangor,3625.0
Admin Assistant / Clerk,Administration And Office Support,4-5,Kuala Lumpur,4150.0
General - Healthcare,Healthcare And Medical,1-3,Selangor,2400.0
Paralegal,Legal,1-3,Kuala Lumpur,2000.0
Administrative / Assistance,Sales,Intern/<1,Sabah,1750.0
Human Resources,Real Estate And Property,1-3,Negeri Sembilan,1750.0
Office Coordinator / Executive Assistant,Administration And Office Support,4-5,Selangor,5000.0
Management & Leadership,Real Estate And Property,4-5,Selangor,6250.0
Management / Leadership / Executive,Science And Technology,1-3,Johor,2650.0
Retail Sales & Customer Service,Retail And Consumer Products,1-3,Kuala Lumpur,3375.0
Secretary / Personal Assistant,Administration And Office Support,4-5,Kuala Lumpur,8350.0
Engineer,Engineering,1-3,Kuala Lumpur,4350.0
Admin Assistant / Clerk,Administration And Office Support,1-3,Johor,6250.0
General - Marketing & Comms,Marketing And Communications,Intern/<1,Kuala Lumpur,4200.0
Manufacturing Executive,"Manufacturing, Transport And Logistics",1-3,Penang,6000.0
Management / Project Management - Construction,Construction,1-3,Selangor,4000.0
Management / Project Management - Construction,Construction,1-3,Kuala Lumpur,6750.0
Supply Chain & Planning,"Manufacturing, Transport And Logistics",1-3,Kedah,8500.0
General - Sales,Sales,1-3,Kedah,3250.0
Financial Planning / Advisor,Banking And Financial Services,Intern/<1,Pahang,4583.5
General - Administration,Administration And Office Support,10+,Selangor,4166.5
Marketing Operations & Support,Marketing And Communications,Intern/<1,Selangor,3450.0
General - Marketing & Comms,Marketing And Communications,1-3,Selangor,562.5
HR Executive,Human Resources And Recruitment,1-3,Johor,1900.0
Manufacturing Executive,"Manufacturing, Transport And Logistics",1-3,Selangor,4900.0
General - Manufacturing & Logistics,"Manufacturing, Transport And Logistics",1-3,Kedah,2083.5
General - Marketing & Comms,Marketing And Communications,1-3,Kuala Lumpur,2500.0
Inventory & Warehouse,"Manufacturing, Transport And Logistics",1-3,Johor,3250.0
General - Customer Service,Call Centre And Customer Service,Intern/<1,Kuala Lumpur,4750.0
HR / Recruitment Executive,Human Resources And Recruitment,1-3,Kuala Lumpur,3850.0
Accountant / Full Set Accounting,Accounting,6-10,Selangor,7000.0
Manufacturing Administrative Support,"Manufacturing, Transport And Logistics",1-3,Kuala Lumpur,7000.0
HR Executive,Human Resources And Recruitment,6-10,Kuala Lumpur,4750.0
Marketing Operations & Support,Marketing And Communications,Intern/<1,Kuala Lumpur,1250.0
HR / Recruitment Executive,Human Resources And Recruitment,6-10,Kuala Lumpur,5250.0
General - Retail,Retail And Consumer Products,4-5,Kuala Lumpur,46090.00000000001
Manufacturing Administrative Support,"Manufacturing, Transport And Logistics",1-3,Negeri Sembilan,2400.0
General - Education,Education And Training,1-3,Johor,3350.0
Admin Assistant / Clerk,Administration And Office Support,Intern/<1,Johor,4250.0
Technician,Engineering,1-3,Selangor,3200.0
Financial Planning / Advisor,Banking And Financial Services,Intern/<1,Perak,4583.5
Supply Chain & Planning,"Manufacturing, Transport And Logistics",1-3,Johor,2500.0
General - Retail,Retail And Consumer Products,Intern/<1,Kuala Lumpur,4583.5
Direct Sales / Advisors / Consultants,Sales,Intern/<1,Kuala Lumpur,3950.0
General - Retail,Retail And Consumer Products,1-3,Kuala Lumpur,3050.0
Supervisor / Team Leader,Hospitality And Tourism,6-10,Kuala Lumpur,2400.0
General - Accounting,Accounting,1-3,Selangor,15250.0
Manufacturing Administrative Support,"Manufacturing, Transport And Logistics",1-3,Negeri Sembilan,2200.0
Kitchen Helper / Steward,Hospitality And Tourism,Intern/<1,Johor,1800.0
Management / Project Management - Construction,Construction,Intern/<1,Kuala Lumpur,3100.0
General - Customer Service,Call Centre And Customer Service,10+,Kuala Lumpur,3500.0
Hospitality Manager,Hospitality And Tourism,1-3,Kuala Lumpur,4500.0
General - Healthcare,Healthcare And Medical,1-3,Kuala Lumpur,2750.0
General - Healthcare,Healthcare And Medical,1-3,Sarawak,1650.0
Administrative / Assistance,Science And Technology,1-3,Kedah,1750.0
Graphic / Visual Designer,Design And Architecture,1-3,Kuala Lumpur,3600.0
General - IT,Information And Communication Technology,1-3,Kuala Lumpur,9750.0
Engineering & Technical,"Manufacturing, Transport And Logistics",1-3,Selangor,4750.0
Direct Sales / Advisors / Consultants,Sales,1-3,Selangor,4375.0
General - Manufacturing & Logistics,"Manufacturing, Transport And Logistics",10+,Selangor,4250.0
Service Crew (f&b),Hospitality And Tourism,Intern/<1,Johor,1800.0
Interpreter / Language / Localization,Call Centre And Customer Service,1-3,Kuala Lumpur,5200.0
Management / Project Management - Construction,Construction,4-5,Selangor,3350.0
Insurance Underwriting,Insurance And Superannuation,1-3,Kuala Lumpur,4550.0
Sales / Marketing Executive,Hospitality And Tourism,1-3,Kuala Lumpur,3500.0
General - IT,Information And Communication Technology,1-3,Kuala Lumpur,5237.500000000001
General - Marketing & Comms,Marketing And Communications,4-5,Selangor,5750.0
Creative / Design,"Advertising, Arts And Media",Intern/<1,Kuala Lumpur,3100.0
Legal Executive,Legal,Intern/<1,Kuala Lumpur,4250.0
Business Development / Corporate Sales,Sales,1-3,Selangor,4000.0
General - Accounting,Accounting,1-3,Negeri Sembilan,2000.0
General - Sales,Sales,Intern/<1,Kuala Lumpur,4375.0
Customer Service Representative / Agent,Call Centre And Customer Service,Intern/<1,Selangor,3300.0
Admin / Assistant / Support,Banking And Financial Services,4-5,Kuala Lumpur,6800.0
Admin Assistant / Clerk,Administration And Office Support,Intern/<1,Kuala Lumpur,8500.0
Content & Copywriting,Marketing And Communications,4-5,Selangor,4250.0
Direct Sales / Advisors / Consultants,Sales,Intern/<1,Penang,3125.0
Admin Assistant / Clerk,Administration And Office Support,4-5,Johor,3750.0
Financial Planning / Advisor,Banking And Financial Services,Intern/<1,Johor,4583.5
General - Banking & Finance,Banking And Financial Services,Intern/<1,Selangor,2875.0
Operations & Support,Retail And Consumer Products,4-5,Selangor,8750.0
Software Developer,Information And Communication Technology,Intern/<1,Sarawak,3750.0
Secretary / Personal Assistant,Administration And Office Support,4-5,Selangor,5150.0
Technician,Engineering,Intern/<1,Johor,3125.0
Research & Development / Lab Science,Science And Technology,1-3,Selangor,2750.0
Engineer,Engineering,1-3,Kedah,4450.0
Social Media & Influencer Marketing,Marketing And Communications,Intern/<1,Kuala Lumpur,4500.0
Sales / Business Development,Call Centre And Customer Service,1-3,Selangor,2100.0
Company Secretary,Accounting,1-3,Kuala Lumpur,4275.0
General - Retail,Retail And Consumer Products,Intern/<1,Kedah,4329.5
General - Customer Service,Call Centre And Customer Service,1-3,Kuala Lumpur,2900.0
General - Retail,Retail And Consumer Products,Intern/<1,Selangor,8333.5
Secretary / Personal Assistant,Administration And Office Support,1-3,Johor,3750.0
Administration & Assistance,Retail And Consumer Products,1-3,Kuala Lumpur,1925.0
Direct Sales / Advisors / Consultants,Sales,Intern/<1,Perak,3750.0
Operations Executive,Hospitality And Tourism,Intern/<1,Kuala Lumpur,2650.0
Customer Service Representative / Agent,Call Centre And Customer Service,Intern/<1,Kuala Lumpur,4500.0
General - Administration,Administration And Office Support,1-3,Perak,2500.0
Retail Management & Leadership,Retail And Consumer Products,10+,Selangor,2650.0
General - Education,Education And Training,4-5,Penang,4250.0
Manager / Middle Management - Ceo And General Management,Ceo And General Management,1-3,Kuala Lumpur,11500.0
Engineer,Engineering,1-3,Perak,4250.0
HR Admin / Support,Human Resources And Recruitment,Intern/<1,Selangor,2750.0
General - Sales,Sales,Intern/<1,Johor,3100.0
Marketing Operations & Support,Marketing And Communications,4-5,Selangor,17500.0
Marketing Operations & Support,Marketing And Communications,10+,Selangor,3000.0
General - Customer Service,Call Centre And Customer Service,1-3,Selangor,5500.0
Business Development / Corporate Sales,Sales,4-5,Selangor,4250.0
Business Development / Corporate Sales,Sales,1-3,Selangor,10500.0
Software Developer,Information And Communication Technology,1-3,Penang,4750.0
Manufacturing Administrative Support,"Manufacturing, Transport And Logistics",Intern/<1,Kuala Lumpur,4250.0
Insurance Administrative Support,Insurance And Superannuation,1-3,Kuala Lumpur,2700.0
HR Executive,Human Resources And Recruitment,1-3,Penang,3400.0
Admin / Support,Education And Training,6-10,Selangor,2650.0
Business Development / Corporate Sales,Sales,Intern/<1,Selangor,5250.0
General - Retail,Retail And Consumer Products,1-3,Selangor,9500.0
General - Healthcare,Healthcare And Medical,1-3,Kuala Lumpur,4900.0
General - Community Services,Community Services And Development,4-5,Johor,4750.0
Admin / Support,Education And Training,1-3,Johor,3000.0
Software Developer,Information And Communication Technology,1-3,Johor,10000.0
Marketing & Brand / Content,Retail And Consumer Products,1-3,Selangor,14500.0
Manufacturing Executive,"Manufacturing, Transport And Logistics",1-3,Johor,6000.0
Sales / Marketing Executive,Hospitality And Tourism,Intern/<1,Kuala Lumpur,1850.0
General - Advertising / Media,"Advertising, Arts And Media",1-3,Selangor,5450.0
Customer Service Representative / Agent,Call Centre And Customer Service,1-3,Kuala Lumpur,3775.0
Manufacturing Executive,"Manufacturing, Transport And Logistics",4-5,Perak,5500.0
General - Administration,Administration And Office Support,1-3,Penang,3750.0
Operations Executive,Hospitality And Tourism,1-3,Penang,2750.0
Finance Business Partner,Accounting,1-3,Selangor,12500.0
Internship - Accounting,Accounting,1-3,Kuala Lumpur,1000.5
Manufacturing Administrative Support,"Manufacturing, Transport And Logistics",Intern/<1,Kuala Lumpur,3000.0
Business Development / Corporate Sales,Sales,1-3,Johor,3750.0
Engineer,Engineering,Intern/<1,Selangor,4050.0
Admin / Support,Accounting,1-3,Selangor,2625.0
Operations / Service Coordinator,Administration And Office Support,1-3,Selangor,3800.0
Customer Service Representative / Agent,Call Centre And Customer Service,Intern/<1,Selangor,3125.0
General - Sales,Sales,Intern/<1,Selangor,5625.0
Engineer,Engineering,6-10,Sarawak,3750.0
Engineer,Engineering,4-5,Selangor,5750.0
IT Support / Service Desk,Information And Communication Technology,1-3,Kuala Lumpur,4000.0
Admin / Support,Accounting,1-3,Penang,4250.0
General - Accounting,Accounting,10+,Selangor,4500.0
General - IT,Information And Communication Technology,1-3,Selangor,4200.0
Admin / Support,Engineering,Intern/<1,Selangor,3100.0
Manufacturing Management,"Manufacturing, Transport And Logistics",4-5,Penang,11000.0
General - Community Services,Community Services And Development,4-5,Selangor,8000.0
General - Sales,Sales,Intern/<1,Kuala Lumpur,4000.0
Direct Sales / Advisors / Consultants,Sales,Intern/<1,Johor,3150.0
Admin Assistant / Clerk,Administration And Office Support,Intern/<1,Sarawak,2500.0
Social Media & Influencer Marketing,Marketing And Communications,1-3,Selangor,3400.0
Administration & Support,"Mining, Resources And Energy",1-3,Kuala Lumpur,7000.0
Maintenance & Facilities,"Manufacturing, Transport And Logistics",4-5,Melaka,2800.0
